0.0	0.0
0.01	0.0
0.02	0.0
0.03	0.0
0.04	0.0
0.05	0.0
0.06	0.0
0.07	0.0
0.08	0.0
0.09	0.0
0.1	0.0
0.11	0.0
0.12	0.0
0.13	0.0
0.14	0.0
0.15	0.0
0.16	0.0
0.17	0.0
0.18	0.0
0.19	0.0
0.2	0.0
0.21	0.0
0.22	0.0
0.23	0.0
0.24	0.0
0.25	0.0
0.26	0.0
0.27	0.0
0.28	0.0
0.29	0.0
0.3	0.0
0.31	0.0
0.32	0.0
0.33	0.0
0.34	0.0
0.35	0.0
0.36	0.0
0.37	0.0
0.38	0.0
0.39	0.0
0.4	0.0
0.41	0.0
0.42	0.0
0.43	0.0
0.44	0.0
0.45	0.0
0.46	0.0
0.47	0.0
0.48	0.0
0.49	0.0
0.5	0.0
0.51	0.0
0.52	0.0
0.53	0.0
0.54	0.0
0.55	0.0
0.56	0.0
0.57	0.0
0.58	0.0
0.59	0.0
0.6	0.0
0.61	0.0
0.62	0.0
0.63	0.0
0.64	0.0
0.65	0.0
0.66	0.0
0.67	0.0
0.68	0.0
0.69	0.0
0.7	0.0
0.71	0.0
0.72	0.0
0.73	0.0
0.74	0.0
0.75	0.0
0.76	0.0
0.77	0.0
0.78	0.0
0.79	0.0
0.8	0.0
0.81	0.0
0.82	0.0
0.83	0.0
0.84	0.0
0.85	0.0
0.86	0.0
0.87	0.0
0.88	0.0
0.89	0.0
0.9	0.0
0.91	0.0
0.92	0.0
0.93	0.0
0.94	0.0
0.95	0.0
0.96	0.0
0.97	0.0
0.98	0.0
0.99	0.0
1.0	1.135734072022161
1.01	1.1329897469448762
1.02	1.130267925118987
1.03	1.1275688217385176
1.04	1.1248926471450562
1.05	1.1222396070225944
1.06	1.1196099025820518
1.07	1.117003730736168
1.08	1.1144212842653827
1.09	1.111862751975284
1.1	1.1093283188461613
1.11	1.1068181661751613
1.12	1.1043324717115095
1.13	1.1018714097852274
1.14	1.0994351514297425
1.15	1.0970238644987675
1.16	1.0946377137777903
1.17	1.0922768610904978
1.18	1.089941465400439
1.19	1.087631682908197
1.2	1.0853476671443472
1.21	1.0830895690584272
1.22	1.0808575371041669
1.23	1.0786517173211696
1.24	1.0764722534132674
1.25	1.0743192868237188
1.26	1.0721929568074313
1.27	1.0700934005003766
1.28	1.068020752986342
1.29	1.0659751473611714
1.3	1.0639567147946263
1.31	1.061965584589995
1.32	1.0600018842415677
1.33	1.0580657394900947
1.34	1.0561572743763243
1.35	1.0542766112927278
1.36	1.0524238710335012
1.37	1.0505991728429305
1.38	1.0488026344622046
1.39	1.0470343721747555
1.4	1.0452945008501944
1.41	1.0435831339869182
1.42	1.04190038375345
1.43	1.0402463610285715
1.44	1.038621175440313
